Date,Value,type,state
198806,3.31,precipitation,North Carolina
198807,4.29,precipitation,North Carolina
198808,5.08,precipitation,North Carolina
198809,4.08,precipitation,North Carolina
198810,3.06,precipitation,North Carolina
198811,3.80,precipitation,North Carolina
198812,1.05,precipitation,North Carolina
198901,2.48,precipitation,North Carolina
198902,4.91,precipitation,North Carolina
198903,5.97,precipitation,North Carolina
198904,5.00,precipitation,North Carolina
198905,5.08,precipitation,North Carolina
198906,7.11,precipitation,North Carolina
198907,6.72,precipitation,North Carolina
198908,5.10,precipitation,North Carolina
198909,6.17,precipitation,North Carolina
198910,4.71,precipitation,North Carolina
198911,3.39,precipitation,North Carolina
198912,3.93,precipitation,North Carolina
199001,3.83,precipitation,North Carolina
199002,4.43,precipitation,North Carolina
199003,4.80,precipitation,North Carolina
199004,2.75,precipitation,North Carolina
199005,6.47,precipitation,North Carolina
199006,1.41,precipitation,North Carolina
199007,3.83,precipitation,North Carolina
199008,5.81,precipitation,North Carolina
199009,1.31,precipitation,North Carolina
199010,8.26,precipitation,North Carolina
199011,2.19,precipitation,North Carolina
199012,3.51,precipitation,North Carolina
199101,5.15,precipitation,North Carolina
199102,1.95,precipitation,North Carolina
199103,6.24,precipitation,North Carolina
199104,4.16,precipitation,North Carolina
199105,3.14,precipitation,North Carolina
199106,3.96,precipitation,North Carolina
199107,7.06,precipitation,North Carolina
199108,5.76,precipitation,North Carolina
199109,3.06,precipitation,North Carolina
199110,1.66,precipitation,North Carolina
199111,2.12,precipitation,North Carolina
199112,3.61,precipitation,North Carolina
199201,3.90,precipitation,North Carolina
199202,2.95,precipitation,North Carolina
199203,3.76,precipitation,North Carolina
199204,3.33,precipitation,North Carolina
199205,4.35,precipitation,North Carolina
199206,5.80,precipitation,North Carolina
199207,3.42,precipitation,North Carolina
199208,8.03,precipitation,North Carolina
199209,3.06,precipitation,North Carolina
199210,4.09,precipitation,North Carolina
199211,6.35,precipitation,North Carolina
199212,3.57,precipitation,North Carolina
199301,5.81,precipitation,North Carolina
199302,2.82,precipitation,North Carolina
199303,6.72,precipitation,North Carolina
199304,4.38,precipitation,North Carolina
199305,2.97,precipitation,North Carolina
199306,2.50,precipitation,North Carolina
199307,3.73,precipitation,North Carolina
199308,3.03,precipitation,North Carolina
199309,3.88,precipitation,North Carolina
199310,3.64,precipitation,North Carolina
199311,2.90,precipitation,North Carolina
199312,3.76,precipitation,North Carolina
199401,5.06,precipitation,North Carolina
199402,3.50,precipitation,North Carolina
199403,6.96,precipitation,North Carolina
199404,2.17,precipitation,North Carolina
199405,2.73,precipitation,North Carolina
199406,5.23,precipitation,North Carolina
199407,6.01,precipitation,North Carolina
199408,5.59,precipitation,North Carolina
199409,3.61,precipitation,North Carolina
199410,3.85,precipitation,North Carolina
199411,3.01,precipitation,North Carolina
199412,2.39,precipitation,North Carolina
199501,5.40,precipitation,North Carolina
199502,4.94,precipitation,North Carolina
199503,3.32,precipitation,North Carolina
199504,1.07,precipitation,North Carolina
199505,4.02,precipitation,North Carolina
199506,9.74,precipitation,North Carolina
199507,4.29,precipitation,North Carolina
199508,5.13,precipitation,North Carolina
199509,3.31,precipitation,North Carolina
199510,7.07,precipitation,North Carolina
199511,4.18,precipitation,North Carolina
199512,1.88,precipitation,North Carolina
199601,5.26,precipitation,North Carolina
199602,2.79,precipitation,North Carolina
199603,4.57,precipitation,North Carolina
199604,3.26,precipitation,North Carolina
199605,3.73,precipitation,North Carolina
199606,4.03,precipitation,North Carolina
199607,6.70,precipitation,North Carolina
199608,5.85,precipitation,North Carolina
199609,9.14,precipitation,North Carolina
199610,3.97,precipitation,North Carolina
199611,3.54,precipitation,North Carolina
199612,3.95,precipitation,North Carolina
199701,3.63,precipitation,North Carolina
199702,3.77,precipitation,North Carolina
199703,4.30,precipitation,North Carolina
199704,4.86,precipitation,North Carolina
199705,2.15,precipitation,North Carolina
199706,3.91,precipitation,North Carolina
199707,5.78,precipitation,North Carolina
199708,1.90,precipitation,North Carolina
199709,5.00,precipitation,North Carolina
199710,3.09,precipitation,North Carolina
199711,3.77,precipitation,North Carolina
199712,3.93,precipitation,North Carolina
199801,7.68,precipitation,North Carolina
199802,6.56,precipitation,North Carolina
199803,5.13,precipitation,North Carolina
199804,5.60,precipitation,North Carolina
199805,4.58,precipitation,North Carolina
199806,3.58,precipitation,North Carolina
199807,4.02,precipitation,North Carolina
199808,5.03,precipitation,North Carolina
199809,3.22,precipitation,North Carolina
199810,1.76,precipitation,North Carolina
199811,2.10,precipitation,North Carolina
199812,4.57,precipitation,North Carolina
199901,5.73,precipitation,North Carolina
199902,2.56,precipitation,North Carolina
199903,3.09,precipitation,North Carolina
199904,3.68,precipitation,North Carolina
199905,2.78,precipitation,North Carolina
199906,3.80,precipitation,North Carolina
199907,4.35,precipitation,North Carolina
199908,4.22,precipitation,North Carolina
199909,13.22,precipitation,North Carolina
199910,4.77,precipitation,North Carolina
199911,2.37,precipitation,North Carolina
199912,1.90,precipitation,North Carolina
200001,4.92,precipitation,North Carolina
200002,2.01,precipitation,North Carolina
200003,3.36,precipitation,North Carolina
200004,4.97,precipitation,North Carolina
200005,2.70,precipitation,North Carolina
200006,4.49,precipitation,North Carolina
200007,5.23,precipitation,North Carolina
200008,5.18,precipitation,North Carolina
200009,6.36,precipitation,North Carolina
200010,0.08,precipitation,North Carolina
200011,3.14,precipitation,North Carolina
200012,1.92,precipitation,North Carolina
200101,2.02,precipitation,North Carolina
200102,2.76,precipitation,North Carolina
200103,5.25,precipitation,North Carolina
200104,1.68,precipitation,North Carolina
200105,3.27,precipitation,North Carolina
200106,5.94,precipitation,North Carolina
200107,5.35,precipitation,North Carolina
200108,4.19,precipitation,North Carolina
200109,2.99,precipitation,North Carolina
200110,1.21,precipitation,North Carolina
200111,1.15,precipitation,North Carolina
200112,2.00,precipitation,North Carolina
200201,4.97,precipitation,North Carolina
200202,1.64,precipitation,North Carolina
200203,4.64,precipitation,North Carolina
200204,1.88,precipitation,North Carolina
200205,2.79,precipitation,North Carolina
200206,2.97,precipitation,North Carolina
200207,4.48,precipitation,North Carolina
200208,4.97,precipitation,North Carolina
200209,4.65,precipitation,North Carolina
200210,5.46,precipitation,North Carolina
200211,4.51,precipitation,North Carolina
200212,4.57,precipitation,North Carolina
200301,2.20,precipitation,North Carolina
200302,5.19,precipitation,North Carolina
200303,5.95,precipitation,North Carolina
200304,6.42,precipitation,North Carolina
200305,7.46,precipitation,North Carolina
200306,5.53,precipitation,North Carolina
200307,7.70,precipitation,North Carolina
200308,6.39,precipitation,North Carolina
200309,5.63,precipitation,North Carolina
200310,3.76,precipitation,North Carolina
200311,2.79,precipitation,North Carolina
200312,4.14,precipitation,North Carolina
200401,1.57,precipitation,North Carolina
200402,3.89,precipitation,North Carolina
200403,1.93,precipitation,North Carolina
200404,3.02,precipitation,North Carolina
200405,3.99,precipitation,North Carolina
200406,5.34,precipitation,North Carolina
200407,5.14,precipitation,North Carolina
200408,7.62,precipitation,North Carolina
200409,7.97,precipitation,North Carolina
200410,1.95,precipitation,North Carolina
200411,4.00,precipitation,North Carolina
200412,2.73,precipitation,North Carolina
200501,2.58,precipitation,North Carolina
200502,2.74,precipitation,North Carolina
200503,4.02,precipitation,North Carolina
200504,3.33,precipitation,North Carolina
200505,3.58,precipitation,North Carolina
200506,5.09,precipitation,North Carolina
200507,6.27,precipitation,North Carolina
200508,4.07,precipitation,North Carolina
200509,2.06,precipitation,North Carolina
200510,5.72,precipitation,North Carolina
200511,3.71,precipitation,North Carolina
200512,4.41,precipitation,North Carolina
200601,3.31,precipitation,North Carolina
200602,1.82,precipitation,North Carolina
200603,1.44,precipitation,North Carolina
200604,3.71,precipitation,North Carolina
200605,3.23,precipitation,North Carolina
200606,7.63,precipitation,North Carolina
200607,4.47,precipitation,North Carolina
200608,4.85,precipitation,North Carolina
200609,6.60,precipitation,North Carolina
200610,4.04,precipitation,North Carolina
200611,6.75,precipitation,North Carolina
200612,3.32,precipitation,North Carolina
200701,3.64,precipitation,North Carolina
200702,2.25,precipitation,North Carolina
200703,2.94,precipitation,North Carolina
200704,3.25,precipitation,North Carolina
200705,1.75,precipitation,North Carolina
200706,3.82,precipitation,North Carolina
200707,3.60,precipitation,North Carolina
200708,2.05,precipitation,North Carolina
200709,2.08,precipitation,North Carolina
200710,4.33,precipitation,North Carolina
200711,0.91,precipitation,North Carolina
200712,4.13,precipitation,North Carolina
200801,1.87,precipitation,North Carolina
200802,3.99,precipitation,North Carolina
200803,3.87,precipitation,North Carolina
200804,4.98,precipitation,North Carolina
200805,2.94,precipitation,North Carolina
200806,2.28,precipitation,North Carolina
200807,5.13,precipitation,North Carolina
200808,5.97,precipitation,North Carolina
200809,5.44,precipitation,North Carolina
200810,1.92,precipitation,North Carolina
200811,3.49,precipitation,North Carolina
200812,3.93,precipitation,North Carolina
200901,2.83,precipitation,North Carolina
200902,1.69,precipitation,North Carolina
200903,5.38,precipitation,North Carolina
200904,2.51,precipitation,North Carolina
200905,5.87,precipitation,North Carolina
200906,4.42,precipitation,North Carolina
200907,4.16,precipitation,North Carolina
200908,5.04,precipitation,North Carolina
200909,4.39,precipitation,North Carolina
200910,2.93,precipitation,North Carolina
200911,6.89,precipitation,North Carolina
200912,7.09,precipitation,North Carolina
201001,5.00,precipitation,North Carolina
201002,3.77,precipitation,North Carolina
201003,4.06,precipitation,North Carolina
201004,1.56,precipitation,North Carolina
201005,4.68,precipitation,North Carolina
201006,3.65,precipitation,North Carolina
201007,4.05,precipitation,North Carolina
201008,4.52,precipitation,North Carolina
201009,7.81,precipitation,North Carolina
201010,2.71,precipitation,North Carolina
201011,1.59,precipitation,North Carolina
201012,2.87,precipitation,North Carolina
201101,1.95,precipitation,North Carolina
201102,2.56,precipitation,North Carolina
201103,5.23,precipitation,North Carolina
201104,3.63,precipitation,North Carolina
201105,3.14,precipitation,North Carolina
201106,3.14,precipitation,North Carolina
201107,4.34,precipitation,North Carolina
201108,6.98,precipitation,North Carolina
201109,5.36,precipitation,North Carolina
201110,2.88,precipitation,North Carolina
201111,4.33,precipitation,North Carolina
201112,2.45,precipitation,North Carolina
201201,2.86,precipitation,North Carolina
201202,2.22,precipitation,North Carolina
201203,4.14,precipitation,North Carolina
201204,3.22,precipitation,North Carolina
201205,6.24,precipitation,North Carolina
201206,2.85,precipitation,North Carolina
201207,6.13,precipitation,North Carolina
201208,5.92,precipitation,North Carolina
201209,4.43,precipitation,North Carolina
201210,3.32,precipitation,North Carolina
201211,0.93,precipitation,North Carolina
201212,4.36,precipitation,North Carolina
201301,4.69,precipitation,North Carolina
201302,4.09,precipitation,North Carolina
201303,2.68,precipitation,North Carolina
201304,4.68,precipitation,North Carolina
201305,3.96,precipitation,North Carolina
201306,9.00,precipitation,North Carolina
201307,8.41,precipitation,North Carolina
201308,4.79,precipitation,North Carolina
201309,2.79,precipitation,North Carolina
201310,2.22,precipitation,North Carolina
201311,3.53,precipitation,North Carolina
201312,5.61,precipitation,North Carolina
201401,3.29,precipitation,North Carolina
201402,3.11,precipitation,North Carolina
201403,4.61,precipitation,North Carolina
201404,4.91,precipitation,North Carolina
201405,3.62,precipitation,North Carolina
201406,4.18,precipitation,North Carolina
201407,5.25,precipitation,North Carolina
201408,5.22,precipitation,North Carolina
201409,5.47,precipitation,North Carolina
201410,2.89,precipitation,North Carolina
201411,3.77,precipitation,North Carolina
201412,3.76,precipitation,North Carolina
201501,3.95,precipitation,North Carolina
201502,3.50,precipitation,North Carolina
201503,3.43,precipitation,North Carolina
201504,4.35,precipitation,North Carolina
201505,2.62,precipitation,North Carolina
201506,5.20,precipitation,North Carolina
201507,4.38,precipitation,North Carolina
201508,4.00,precipitation,North Carolina
201509,5.31,precipitation,North Carolina
201510,7.07,precipitation,North Carolina
201511,7.20,precipitation,North Carolina
201512,7.31,precipitation,North Carolina
201601,2.80,precipitation,North Carolina
201602,5.81,precipitation,North Carolina
201603,2.14,precipitation,North Carolina
201604,2.78,precipitation,North Carolina
201605,5.57,precipitation,North Carolina
201606,4.32,precipitation,North Carolina
201607,5.18,precipitation,North Carolina
201608,4.49,precipitation,North Carolina
201609,7.59,precipitation,North Carolina
201610,5.63,precipitation,North Carolina
201611,1.11,precipitation,North Carolina
201612,3.19,precipitation,North Carolina
201701,3.96,precipitation,North Carolina
201702,1.19,precipitation,North Carolina
201703,3.64,precipitation,North Carolina
201704,6.50,precipitation,North Carolina
201705,5.95,precipitation,North Carolina
201706,4.70,precipitation,North Carolina
201707,4.49,precipitation,North Carolina
201708,5.15,precipitation,North Carolina
201709,3.86,precipitation,North Carolina
201710,4.37,precipitation,North Carolina
201711,1.30,precipitation,North Carolina
201712,2.85,precipitation,North Carolina
201801,3.79,precipitation,North Carolina
201802,3.08,precipitation,North Carolina
201803,4.11,precipitation,North Carolina
201804,5.16,precipitation,North Carolina
201805,6.79,precipitation,North Carolina
201806,3.98,precipitation,North Carolina
201807,6.36,precipitation,North Carolina
201808,6.61,precipitation,North Carolina
201809,10.40,precipitation,North Carolina
201810,4.68,precipitation,North Carolina
201811,6.33,precipitation,North Carolina
201812,7.06,precipitation,North Carolina
201901,3.85,precipitation,North Carolina
201902,4.99,precipitation,North Carolina
201903,3.22,precipitation,North Carolina
201904,5.19,precipitation,North Carolina
201905,2.28,precipitation,North Carolina
201906,5.82,precipitation,North Carolina
201907,4.75,precipitation,North Carolina
